index,Bodyarea,Exercise Name,Set,AverageWeight,Reps,Distance,Seconds,Notes,Workout Notes
2642,"Shoulder","Seated Military Press",1,135,6,0,0,"",""
2643,"Shoulder","Seated Military Press",2,135,6,0,0,"",""
2644,"Shoulder","Seated Military Press",3,185,8,0,0,"",""
2645,"Shoulder","Seated Military Press",4,215,8,0,0,"",""
2646,"Shoulder","Seated Military Press",5,215,8,0,0,"",""
2647,"Shoulder","Seated Military Press",6,220,8,0,0,"",""
2648,"Shoulder","Seated Military Press",7,135,8,0,0,"",""
2649,"Lower","Squat",1,185,6,0,0,"",""
2650,"Lower","Squat",2,225,8,0,0,"",""
2651,"Lower","Squat",3,240,8,0,0,"",""
2652,"Lower","Squat",4,240,8,0,0,"",""
2653,"Lower","Squat",5,255,8,0,0,"",""
2654,"Lower","Squat",6,255,8,0,0,"",""
2655,"Lower","Squat",7,265,8,0,0,"",""
2656,"Lower","Squat",8,265,8,0,0,"",""
2657,"Lower","Glute extension. ",1,130,12,0,0,"",""
2658,"Lower","Leg outward fly",1,120,12,0,0,"",""
2659,"Lower","Leg outward fly",2,130,10,0,0,"",""
2660,"Lower","Squat (Barbell)",1,185,6,0,0,"",""
2661,"Lower","Squat (Barbell)",2,225,8,0,0,"",""
2662,"Lower","Squat (Barbell)",3,240,8,0,0,"",""
2663,"Lower","Squat (Barbell)",4,240,8,0,0,"",""
2664,"Lower","Squat (Barbell)",5,255,8,0,0,"",""
2665,"Lower","Squat (Barbell)",6,255,8,0,0,"",""
2666,"Lower","Squat (Barbell)",7,265,8,0,0,"",""
2667,"Lower","Squat (Barbell)",8,265,8,0,0,"",""
2668,"Lower","Glute extension. ",1,130,12,0,0,"",""
2669,"Lower","Leg outward fly",1,120,12,0,0,"",""
2670,"Lower","Leg outward fly",2,130,10,0,0,"",""
2671,"Chest","Incline Bench Press",1,115,8,0,0,"",""
2672,"Chest","Incline Bench Press",2,185,7,0,0,"",""
2673,"Chest","Incline Bench Press",3,245,5,0,0,"",""
2674,"Chest","Incline Bench Press",4,245,5,0,0,"",""
2675,"Chest","Incline Bench Press",5,245,5,0,0,"",""
2676,"Chest","Incline Bench Press",6,205,8,0,0,"",""
2677,"Chest","Seated Military Press",1,135,8,0,0,"",""
2678,"Chest","Seated Military Press",2,135,8,0,0,"",""
2679,"Chest","Seated Military Press",3,165,8,0,0,"",""
2680,"Chest","Seated Military Press",4,165,8,0,0,"",""
2681,"Chest","Seated Military Press",5,170,9,0,0,"",""
2682,"Chest","Weighted dips",1,0,10,0,0,"",""
2683,"Chest","Weighted dips",2,0,10,0,0,"",""
2684,"Chest","Incline Bench Press (Barbell)",1,115,8,0,0,"",""
2685,"Chest","Incline Bench Press (Barbell)",2,185,7,0,0,"",""
2686,"Chest","Incline Bench Press (Barbell)",3,245,5,0,0,"",""
2687,"Chest","Incline Bench Press (Barbell)",4,245,5,0,0,"",""
2688,"Chest","Incline Bench Press (Barbell)",5,245,5,0,0,"",""
2689,"Chest","Incline Bench Press (Barbell)",6,205,8,0,0,"",""
2690,"Chest","Seated Shoulder  Press (Barbell)",1,135,8,0,0,"",""
2691,"Chest","Seated Shoulder  Press (Barbell)",2,135,8,0,0,"",""
2692,"Chest","Seated Shoulder  Press (Barbell)",3,165,8,0,0,"",""
2693,"Chest","Seated Shoulder  Press (Barbell)",4,165,8,0,0,"",""
2694,"Chest","Seated Shoulder  Press (Barbell)",5,170,9,0,0,"",""
2695,"Chest","Weighted dips",1,0,10,0,0,"",""
2696,"Chest","Weighted dips",2,0,10,0,0,"",""
2697,"Back","Chin Up",1,55,11,0,0,"",""
2698,"Back","Chin Up",2,55,10,0,0,"",""
2699,"Back","Chin Up",3,55,10,0,0,"",""
2700,"Back","Chin Up",4,0,15,0,0,"",""
2701,"Back","Hammer seated row (CLOSE GRIP)",1,100,12,0,0,"",""
2702,"Back","Hammer seated row (CLOSE GRIP)",2,130,12,0,0,"",""
2703,"Back","Hammer seated row (CLOSE GRIP)",3,130,12,0,0,"",""
2704,"Back","Bicep Curl (Barbell)",1,95,12,0,0,"",""
2705,"Back","Bicep Curl (Barbell)",2,95,12,0,0,"",""
2706,"Back","Bicep Curl (Barbell)",3,95,10,0,0,"",""
2707,"Back","Lat Pulldown ",1,135,12,0,0,"",""
2708,"Back","Lat Pulldown ",2,145,12,0,0,"",""
2709,"Back","Lat Pulldown ",3,150,12,0,0,"",""
2710,"Back","Lat Pulldown ",4,150,12,0,0,"",""
2711,"Back","Chin Up",1,55,11,0,0,"",""
2712,"Back","Chin Up",2,55,10,0,0,"",""
2713,"Back","Chin Up",3,55,10,0,0,"",""
2714,"Back","Chin Up",4,0,15,0,0,"",""
2715,"Back","Hammer seated row",1,100,12,0,0,"",""
2716,"Back","Hammer seated row",2,130,12,0,0,"",""
2717,"Back","Hammer seated row",3,130,12,0,0,"",""
2718,"Back","Bicep Curl (barbell )",1,95,12,0,0,"",""
2719,"Back","Bicep Curl (barbell )",2,95,12,0,0,"",""
2720,"Back","Bicep Curl (barbell )",3,95,10,0,0,"",""
2721,"Back","Lat Pulldown",1,135,12,0,0,"",""
2722,"Back","Lat Pulldown",2,145,12,0,0,"",""
2723,"Back","Lat Pulldown",3,150,12,0,0,"",""
2724,"Back","Lat Pulldown",4,150,12,0,0,"",""
2725,"Shoulder","Weighted dips",1,0,10,0,0,"",""
2726,"Shoulder","Weighted dips",2,70,8,0,0,"",""
2727,"Shoulder","Seated Shoulder  Press (Barbell)",1,135,8,0,0,"",""
2728,"Shoulder","Seated Shoulder  Press (Barbell)",2,135,8,0,0,"",""
2729,"Shoulder","Seated Shoulder  Press (Barbell)",3,165,8,0,0,"",""
2730,"Shoulder","Seated Shoulder  Press (Barbell)",4,185,8,0,0,"",""
2731,"Shoulder","Seated Shoulder  Press (Barbell)",5,185,8,0,0,"",""
2732,"Shoulder","Seated Shoulder  Press (Barbell)",6,185,8,0,0,"",""
2733,"Shoulder","Weighted dips",1,0,10,0,0,"",""
2734,"Shoulder","Weighted dips",2,70,8,0,0,"",""
2735,"Shoulder","Seated Military Press",1,135,8,0,0,"",""
2736,"Shoulder","Seated Military Press",2,135,8,0,0,"",""
2737,"Shoulder","Seated Military Press",3,165,8,0,0,"",""
2738,"Shoulder","Seated Military Press",4,185,8,0,0,"",""
2739,"Shoulder","Seated Military Press",5,185,8,0,0,"",""
2740,"Shoulder","Seated Military Press",6,185,8,0,0,"",""
2741,"Chest","Incline Bench Press",1,135,8,0,0,"",""
2742,"Chest","Incline Bench Press",2,135,8,0,0,"",""
2743,"Chest","Incline Bench Press",3,185,6,0,0,"",""
2744,"Chest","Incline Bench Press",4,225,8,0,0,"",""
2745,"Chest","Incline Bench Press",5,225,8,0,0,"",""
2746,"Chest","Incline Bench Press",6,225,8,0,0,"",""
2747,"Chest","Seated Military Press",1,135,8,0,0,"",""
2748,"Chest","Seated Military Press",2,135,8,0,0,"",""
2749,"Chest","Seated Military Press",3,155,8,0,0,"",""
2750,"Chest","Seated Military Press",4,155,8,0,0,"",""
2751,"Chest","Weighted dips",1,0,10,0,0,"",""
2752,"Chest","Weighted dips",2,0,10,0,0,"",""
2753,"Chest","Incline Bench Press (Barbell)",1,135,8,0,0,"",""
2754,"Chest","Incline Bench Press (Barbell)",2,135,8,0,0,"",""
2755,"Chest","Incline Bench Press (Barbell)",3,185,6,0,0,"",""
2756,"Chest","Incline Bench Press (Barbell)",4,225,8,0,0,"",""
2757,"Chest","Incline Bench Press (Barbell)",5,225,8,0,0,"",""
2758,"Chest","Incline Bench Press (Barbell)",6,225,8,0,0,"",""
2759,"Chest","Seated Shoulder  Press (Barbell)",1,135,8,0,0,"",""
2760,"Chest","Seated Shoulder  Press (Barbell)",2,135,8,0,0,"",""
2761,"Chest","Seated Shoulder  Press (Barbell)",3,155,8,0,0,"",""
2762,"Chest","Seated Shoulder  Press (Barbell)",4,155,8,0,0,"",""
2763,"Chest","Weighted dips",1,0,10,0,0,"",""
2764,"Chest","Weighted dips",2,0,10,0,0,"",""
2765,"Back","Chin Up",1,45,10,0,0,"",""
2766,"Back","Chin Up",2,45,8,0,0,"",""
2767,"Back","Chin Up",3,45,8,0,0,"",""
2768,"Back","Chin Up",4,45,8,0,0,"",""
2769,"Back","Chin Up",5,0,8,0,0,"",""
2770,"Back","Bicep Curl (barbell )",1,95,10,0,0,"",""
2771,"Back","Bicep Curl (barbell )",2,95,10,0,0,"",""
2772,"Back","Bicep Curl (barbell )",3,85,10,0,0,"",""
2773,"Back","Bicep Curl (barbell )",4,65,10,0,0,"",""
2774,"Back","Hammer seated row",1,100,12,0,0,"",""
2775,"Back","Hammer seated row",2,100,12,0,0,"",""
2776,"Back","Hammer seated row",3,145,10,0,0,"",""
2777,"Back","Hammer seated row",4,145,10,0,0,"",""
2778,"Back","Hammer seated row",5,145,10,0,0,"",""
2779,"Back","Rear delt fly",1,130,12,0,0,"",""
2780,"Back","Rear delt fly",2,130,12,0,0,"",""
2781,"Back","Rear delt fly",3,130,10,0,0,"",""
2782,"Back","Chin Up",1,45,10,0,0,"",""
2783,"Back","Chin Up",2,45,8,0,0,"",""
2784,"Back","Chin Up",3,45,8,0,0,"",""
2785,"Back","Chin Up",4,45,8,0,0,"",""
2786,"Back","Chin Up",5,0,8,0,0,"",""
2787,"Back","Bicep Curl (Barbell)",1,95,10,0,0,"",""
2788,"Back","Bicep Curl (Barbell)",2,95,10,0,0,"",""
2789,"Back","Bicep Curl (Barbell)",3,85,10,0,0,"",""
2790,"Back","Bicep Curl (Barbell)",4,65,10,0,0,"",""
2791,"Back","Hammer seated row (CLOSE GRIP)",1,100,12,0,0,"",""
2792,"Back","Hammer seated row (CLOSE GRIP)",2,100,12,0,0,"",""
2793,"Back","Hammer seated row (CLOSE GRIP)",3,145,10,0,0,"",""
2794,"Back","Hammer seated row (CLOSE GRIP)",4,145,10,0,0,"",""
2795,"Back","Hammer seated row (CLOSE GRIP)",5,145,10,0,0,"",""
2796,"Back","Rear delt fly",1,130,12,0,0,"",""
2797,"Back","Rear delt fly",2,130,12,0,0,"",""
2798,"Back","Rear delt fly",3,130,10,0,0,"",""
2799,"Back","Chin Up",1,0,15,0,0,"",""
2800,"Back","Chin Up",2,0,12,0,0,"",""
2801,"Back","Chin Up",3,0,12,0,0,"",""
2802,"Back","Chin Up",4,35,8,0,0,"",""
2803,"Back","Chin Up",5,35,8,0,0,"",""
2804,"Back","Chin Up",6,0,8,0,0,"",""
2805,"Back","Seated Row",1,175,10,0,0,"",""
2806,"Back","Seated Row",2,175,10,0,0,"",""
2807,"Back","Seated Row",3,175,8,0,0,"",""
2808,"Back","Seated Row",4,175,8,0,0,"",""
2809,"Back","Chin Up",1,0,15,0,0,"",""
2810,"Back","Chin Up",2,0,12,0,0,"",""
2811,"Back","Chin Up",3,0,12,0,0,"",""
2812,"Back","Chin Up",4,35,8,0,0,"",""
2813,"Back","Chin Up",5,35,8,0,0,"",""
2814,"Back","Chin Up",6,0,8,0,0,"",""
2815,"Back","Seated Cable Row (close Grip)",1,175,10,0,0,"",""
2816,"Back","Seated Cable Row (close Grip)",2,175,10,0,0,"",""
2817,"Back","Seated Cable Row (close Grip)",3,175,8,0,0,"",""
2818,"Back","Seated Cable Row (close Grip)",4,175,8,0,0,"",""
2819,"Lower","Squat",1,155,8,0,0,"",""
2820,"Lower","Squat",2,155,8,0,0,"",""
2821,"Lower","Squat",3,185,8,0,0,"",""
2822,"Lower","Squat",4,185,8,0,0,"",""
2823,"Lower","Squat",5,225,8,0,0,"",""
2824,"Lower","Squat",6,225,8,0,0,"",""
2825,"Lower","Squat",7,235,8,0,0,"",""
2826,"Lower","Squat",8,235,8,0,0,"",""
2827,"Lower","Leg press",1,360,10,0,0,"",""
2828,"Lower","Leg press",2,360,12,0,0,"",""
2829,"Lower","Leg press",3,360,15,0,0,"",""
2830,"Lower","Leg press",4,360,12,0,0,"",""
2831,"Lower","Squat (Barbell)",1,155,8,0,0,"",""
2832,"Lower","Squat (Barbell)",2,155,8,0,0,"",""
2833,"Lower","Squat (Barbell)",3,185,8,0,0,"",""
2834,"Lower","Squat (Barbell)",4,185,8,0,0,"",""
2835,"Lower","Squat (Barbell)",5,225,8,0,0,"",""
2836,"Lower","Squat (Barbell)",6,225,8,0,0,"",""
2837,"Lower","Squat (Barbell)",7,235,8,0,0,"",""
2838,"Lower","Squat (Barbell)",8,235,8,0,0,"",""
2839,"Lower","Leg press (hinge )",1,360,10,0,0,"",""
2840,"Lower","Leg press (hinge )",2,360,12,0,0,"",""
2841,"Lower","Leg press (hinge )",3,360,15,0,0,"",""
2842,"Lower","Leg press (hinge )",4,360,12,0,0,"",""
2843,"Shoulder","Weighted dips",1,0,8,0,0,"",""
2844,"Shoulder","Weighted dips",2,0,8,0,0,"",""
2845,"Shoulder","Weighted dips",3,45,8,0,0,"",""
2846,"Shoulder","Weighted dips",4,45,8,0,0,"",""
2847,"Shoulder","Weighted dips",5,90,8,0,0,"",""
2848,"Shoulder","Weighted dips",6,90,8,0,0,"",""
2849,"Shoulder","Seated Military Press",1,135,8,0,0,"",""
2850,"Shoulder","Seated Military Press",2,135,8,0,0,"",""
2851,"Shoulder","Seated Military Press",3,155,8,0,0,"",""
2852,"Shoulder","Seated Military Press",4,155,8,0,0,"",""
2853,"Shoulder","Seated Military Press",5,185,8,0,0,"",""
2854,"Shoulder","Seated Military Press",6,185,8,0,0,"",""
2855,"Shoulder","Seated Military Press",7,190,8,0,0,"",""
2856,"Shoulder","Seated Military Press",8,195,8,0,0,"",""
2857,"Shoulder","Weighted dips",1,0,8,0,0,"",""
2858,"Shoulder","Weighted dips",2,0,8,0,0,"",""
2859,"Shoulder","Weighted dips",3,45,8,0,0,"",""
2860,"Shoulder","Weighted dips",4,45,8,0,0,"",""
2861,"Shoulder","Weighted dips",5,90,8,0,0,"",""
2862,"Shoulder","Weighted dips",6,90,8,0,0,"",""
2863,"Shoulder","Seated Shoulder  Press (Barbell)",1,135,8,0,0,"",""
2864,"Shoulder","Seated Shoulder  Press (Barbell)",2,135,8,0,0,"",""
2865,"Shoulder","Seated Shoulder  Press (Barbell)",3,155,8,0,0,"",""
2866,"Shoulder","Seated Shoulder  Press (Barbell)",4,155,8,0,0,"",""
2867,"Shoulder","Seated Shoulder  Press (Barbell)",5,185,8,0,0,"",""
2868,"Shoulder","Seated Shoulder  Press (Barbell)",6,185,8,0,0,"",""
2869,"Shoulder","Seated Shoulder  Press (Barbell)",7,190,8,0,0,"",""
2870,"Shoulder","Seated Shoulder  Press (Barbell)",8,195,8,0,0,"",""
2871,"Back","Chin Up",1,0,12,0,0,"",""
2872,"Back","Chin Up",2,0,8,0,0,"",""
2873,"Back","Chin Up",3,35,8,0,0,"",""
2874,"Back","Chin Up",4,35,8,0,0,"",""
2875,"Back","Chin Up",5,35,8,0,0,"",""
2876,"Back","Chin Up",6,35,8,0,0,"",""
2877,"Back","Seated Row",1,150,10,0,0,"",""
2878,"Back","Seated Row",2,150,10,0,0,"",""
2879,"Back","Seated Row",3,150,10,0,0,"",""
2880,"Back","Seated Row",4,150,10,0,0,"",""
2881,"Back","Rear delt fly",1,135,15,0,0,"",""
2882,"Back","Rear delt fly",2,135,15,0,0,"",""
2883,"Back","Rear delt fly",3,135,15,0,0,"",""
2884,"Back","Rear delt fly",4,135,18,0,0,"",""
2885,"Back","Chin Up",1,0,12,0,0,"",""
2886,"Back","Chin Up",2,0,8,0,0,"",""
2887,"Back","Chin Up",3,35,8,0,0,"",""
2888,"Back","Chin Up",4,35,8,0,0,"",""
2889,"Back","Chin Up",5,35,8,0,0,"",""
2890,"Back","Chin Up",6,35,8,0,0,"",""
2891,"Back","Seated Cable Row (close Grip)",1,150,10,0,0,"",""
2892,"Back","Seated Cable Row (close Grip)",2,150,10,0,0,"",""
2893,"Back","Seated Cable Row (close Grip)",3,150,10,0,0,"",""
2894,"Back","Seated Cable Row (close Grip)",4,150,10,0,0,"",""
2895,"Back","Rear delt fly",1,135,15,0,0,"",""
2896,"Back","Rear delt fly",2,135,15,0,0,"",""
2897,"Back","Rear delt fly",3,135,15,0,0,"",""
2898,"Back","Rear delt fly",4,135,18,0,0,"",""
2899,"Lower","Squat (Barbell)",1,155,8,0,0,"",""
2900,"Lower","Squat (Barbell)",2,155,8,0,0,"",""
2901,"Lower","Squat (Barbell)",3,185,8,0,0,"",""
2902,"Lower","Squat (Barbell)",4,185,8,0,0,"",""
2903,"Lower","Squat (Barbell)",5,225,8,0,0,"",""
2904,"Lower","Squat (Barbell)",6,225,8,0,0,"",""
2905,"Lower","Squat (Barbell)",7,235,8,0,0,"",""
2906,"Lower","Squat (Barbell)",8,245,8,0,0,"",""
2907,"Lower","Squat",1,155,8,0,0,"",""
2908,"Lower","Squat",2,155,8,0,0,"",""
2909,"Lower","Squat",3,185,8,0,0,"",""
2910,"Lower","Squat",4,185,8,0,0,"",""
2911,"Lower","Squat",5,225,8,0,0,"",""
2912,"Lower","Squat",6,225,8,0,0,"",""
2913,"Lower","Squat",7,235,8,0,0,"",""
2914,"Lower","Squat",8,245,8,0,0,"",""
2915,"Shoulder","Seated Shoulder  Press (Barbell)",1,135,8,0,0,"",""
2916,"Shoulder","Seated Shoulder  Press (Barbell)",2,135,8,0,0,"",""
2917,"Shoulder","Seated Shoulder  Press (Barbell)",3,185,8,0,0,"",""
2918,"Shoulder","Seated Shoulder  Press (Barbell)",4,195,8,0,0,"",""
2919,"Shoulder","Seated Shoulder  Press (Barbell)",5,195,8,0,0,"",""
2920,"Shoulder","Seated Shoulder  Press (Barbell)",6,200,8,0,0,"",""
2921,"Shoulder","Weighted dips",1,0,8,0,0,"",""
2922,"Shoulder","Weighted dips",2,0,8,0,0,"",""
2923,"Shoulder","Weighted dips",3,45,12,0,0,"",""
2924,"Shoulder","Weighted dips",4,45,12,0,0,"",""
2925,"Shoulder","Seated Military Press",1,135,8,0,0,"",""
2926,"Shoulder","Seated Military Press",2,135,8,0,0,"",""
2927,"Shoulder","Seated Military Press",3,185,8,0,0,"",""
2928,"Shoulder","Seated Military Press",4,195,8,0,0,"",""
2929,"Shoulder","Seated Military Press",5,195,8,0,0,"",""
2930,"Shoulder","Seated Military Press",6,200,8,0,0,"",""
2931,"Shoulder","Weighted dips",1,0,8,0,0,"",""
2932,"Shoulder","Weighted dips",2,0,8,0,0,"",""
2933,"Shoulder","Weighted dips",3,45,12,0,0,"",""
2934,"Shoulder","Weighted dips",4,45,12,0,0,"",""
2935,"Back","Chin Up",1,45,8,0,0,"",""
2936,"Back","Chin Up",2,45,8,0,0,"",""
2937,"Back","Chin Up",3,45,8,0,0,"",""
2938,"Back","Chin Up",4,45,8,0,0,"",""
2939,"Back","Chin Up",5,0,12,0,0,"",""
2940,"Back","Chin Up",6,0,12,0,0,"",""
2941,"Back","Seated Row",1,160,12,0,0,"",""
2942,"Back","Seated Row",2,160,12,0,0,"",""
2943,"Back","Seated Row",3,160,12,0,0,"",""
2944,"Back","Seated Row",4,115,12,0,0,"",""
2945,"Back","Hammer Curl",1,70,15,0,0,"",""
2946,"Back","Hammer Curl",2,70,15,0,0,"",""
2947,"Back","Hammer Curl",3,70,15,0,0,"",""
2948,"Back","Rear delt fly",1,135,8,0,0,"",""
2949,"Back","Rear delt fly",2,135,8,0,0,"",""
2950,"Back","Rear delt fly",3,135,8,0,0,"",""
2951,"Back","Chin Up",1,45,8,0,0,"",""
2952,"Back","Chin Up",2,45,8,0,0,"",""
2953,"Back","Chin Up",3,45,8,0,0,"",""
2954,"Back","Chin Up",4,45,8,0,0,"",""
2955,"Back","Chin Up",5,0,12,0,0,"",""
2956,"Back","Chin Up",6,0,12,0,0,"",""
2957,"Back","Seated Cable Row (close Grip)",1,160,12,0,0,"",""
2958,"Back","Seated Cable Row (close Grip)",2,160,12,0,0,"",""
2959,"Back","Seated Cable Row (close Grip)",3,160,12,0,0,"",""
2960,"Back","Seated Cable Row (close Grip)",4,115,12,0,0,"",""
2961,"Back","Hammer Curl (Dumbbell )",1,70,15,0,0,"",""
2962,"Back","Hammer Curl (Dumbbell )",2,70,15,0,0,"",""
2963,"Back","Hammer Curl (Dumbbell )",3,70,15,0,0,"",""
2964,"Back","Rear delt fly",1,135,8,0,0,"",""
2965,"Back","Rear delt fly",2,135,8,0,0,"",""
2966,"Back","Rear delt fly",3,135,8,0,0,"",""
2967,"Chest","Incline Bench Press",1,135,8,0,0,"",""
2968,"Chest","Incline Bench Press",2,185,8,0,0,"",""
2969,"Chest","Incline Bench Press",3,225,8,0,0,"",""
2970,"Chest","Incline Bench Press",4,225,8,0,0,"",""
2971,"Chest","Incline Bench Press",5,225,8,0,0,"",""
2972,"Chest","Incline Bench Press",6,155,15,0,0,"",""
2973,"Chest","Incline Bench Press",7,155,15,0,0,"",""
2974,"Chest","Hammer shoulder press",1,140,10,0,0,"",""
2975,"Chest","Hammer shoulder press",2,140,10,0,0,"",""
2976,"Chest","Hammer shoulder press",3,140,10,0,0,"",""
2977,"Chest","Tricep pushdown",1,120,15,0,0,"",""
2978,"Chest","Tricep pushdown",2,120,15,0,0,"",""
2979,"Chest","Tricep pushdown",3,100,12,0,0,"",""
2980,"Chest","Incline Bench Press (Barbell)",1,135,8,0,0,"",""
2981,"Chest","Incline Bench Press (Barbell)",2,185,8,0,0,"",""
2982,"Chest","Incline Bench Press (Barbell)",3,225,8,0,0,"",""
2983,"Chest","Incline Bench Press (Barbell)",4,225,8,0,0,"",""
2984,"Chest","Incline Bench Press (Barbell)",5,225,8,0,0,"",""
2985,"Chest","Incline Bench Press (Barbell)",6,155,15,0,0,"",""
2986,"Chest","Incline Bench Press (Barbell)",7,155,15,0,0,"",""
2987,"Chest","Hammer shoulder press",1,140,10,0,0,"",""
2988,"Chest","Hammer shoulder press",2,140,10,0,0,"",""
2989,"Chest","Hammer shoulder press",3,140,10,0,0,"",""
2990,"Chest","Tricep pushdown",1,120,15,0,0,"",""
2991,"Chest","Tricep pushdown",2,120,15,0,0,"",""
2992,"Chest","Tricep pushdown",3,100,12,0,0,"",""
2993,"Lower","Squat",1,185,8,0,0,"",""
2994,"Lower","Squat",2,185,6,0,0,"",""
2995,"Lower","Squat",3,225,8,0,0,"",""
2996,"Lower","Squat",4,265,8,0,0,"",""
2997,"Lower","Squat",5,255,8,0,0,"",""
2998,"Lower","Squat",6,250,8,0,0,"",""
2999,"Lower","Squat",7,245,8,0,0,"",""
3000,"Lower","Squat",8,265,8,0,0,"",""
3001,"Lower","Squat (Barbell)",1,185,8,0,0,"",""
3002,"Lower","Squat (Barbell)",2,185,6,0,0,"",""
3003,"Lower","Squat (Barbell)",3,225,8,0,0,"",""
3004,"Lower","Squat (Barbell)",4,265,8,0,0,"",""
3005,"Lower","Squat (Barbell)",5,255,8,0,0,"",""
3006,"Lower","Squat (Barbell)",6,250,8,0,0,"",""
3007,"Lower","Squat (Barbell)",7,245,8,0,0,"",""
3008,"Lower","Squat (Barbell)",8,265,8,0,0,"",""
3009,"Chest","Incline Bench Press",1,135,8,0,0,"",""
3010,"Chest","Incline Bench Press",2,155,8,0,0,"",""
3011,"Chest","Incline Bench Press",3,225,8,0,0,"",""
3012,"Chest","Incline Bench Press",4,225,8,0,0,"",""
3013,"Chest","Incline Bench Press",5,225,8,0,0,"",""
3014,"Chest","Incline Bench Press",6,175,25,0,0,"",""
3015,"Chest","Seated Military Press",1,135,8,0,0,"",""
3016,"Chest","Seated Military Press",2,135,8,0,0,"",""
3017,"Chest","Seated Military Press",3,165,8,0,0,"",""
3018,"Chest","Seated Military Press",4,165,8,0,0,"",""
3019,"Chest","Weighted dips",1,45,10,0,0,"",""
3020,"Chest","Weighted dips",2,45,10,0,0,"",""
3021,"Chest","Weighted dips",3,45,12,0,0,"",""
3022,"Chest","Hammer shoulder press",1,0,0,0,0,"",""
3023,"Chest","Hammer shoulder press",2,0,0,0,0,"",""
3024,"Chest","Hammer shoulder press",3,0,0,0,0,"",""
3025,"Chest","Incline Bench Press (Barbell)",1,135,8,0,0,"",""
3026,"Chest","Incline Bench Press (Barbell)",2,155,8,0,0,"",""
3027,"Chest","Incline Bench Press (Barbell)",3,225,8,0,0,"",""
3028,"Chest","Incline Bench Press (Barbell)",4,225,8,0,0,"",""
3029,"Chest","Incline Bench Press (Barbell)",5,225,8,0,0,"",""
3030,"Chest","Incline Bench Press (Barbell)",6,175,25,0,0,"",""
3031,"Chest","Seated Shoulder  Press (Barbell)",1,135,8,0,0,"",""
3032,"Chest","Seated Shoulder  Press (Barbell)",2,135,8,0,0,"",""
3033,"Chest","Seated Shoulder  Press (Barbell)",3,165,8,0,0,"",""
3034,"Chest","Seated Shoulder  Press (Barbell)",4,165,8,0,0,"",""
3035,"Chest","Weighted dips",1,45,10,0,0,"",""
3036,"Chest","Weighted dips",2,45,10,0,0,"",""
3037,"Chest","Weighted dips",3,45,12,0,0,"",""
3038,"Chest","Hammer shoulder press",1,0,0,0,0,"",""
3039,"Chest","Hammer shoulder press",2,0,0,0,0,"",""
3040,"Chest","Hammer shoulder press",3,0,0,0,0,"",""
3041,"Back","Chin Up",1,35,10,0,0,"",""
3042,"Back","Chin Up",2,35,8,0,0,"",""
3043,"Back","Chin Up",3,35,8,0,0,"",""
3044,"Back","Chin Up",4,35,8,0,0,"",""
3045,"Back","Chin Up",5,35,8,0,0,"",""
3046,"Back","T-bar Row",1,120,10,0,0,"",""
3047,"Back","T-bar Row",2,120,10,0,0,"",""
3048,"Back","T-bar Row",3,115,10,0,0,"",""
3049,"Back","Lat Pulldown ",1,155,12,0,0,"",""
3050,"Back","Lat Pulldown ",2,165,10,0,0,"",""
3051,"Back","Lat Pulldown ",3,165,10,0,0,"",""
3052,"Back","Rear delt fly",1,135,15,0,0,"",""
3053,"Back","Rear delt fly",2,135,15,0,0,"",""
3054,"Back","Rear delt fly",3,135,15,0,0,"",""
3055,"Back","Bicep Curl (Barbell)",1,95,10,0,0,"",""
3056,"Back","Bicep Curl (Barbell)",2,95,10,0,0,"",""
3057,"Back","Hammer Curl (Dumbbell )",1,80,10,0,0,"",""
3058,"Back","Hammer Curl (Dumbbell )",2,70,12,0,0,"",""
3059,"Chest","Incline Bench Press (Barbell)",1,135,8,0,0,"",""
3060,"Chest","Incline Bench Press (Barbell)",2,185,8,0,0,"",""
3061,"Chest","Incline Bench Press (Barbell)",3,185,8,0,0,"",""
3062,"Chest","Incline Bench Press (Barbell)",4,225,8,0,0,"",""
3063,"Chest","Incline Bench Press (Barbell)",5,225,8,0,0,"",""
3064,"Chest","Incline Bench Press (Barbell)",6,225,8,0,0,"",""
3065,"Chest","Overhead Press (Dumbbell)",1,120,12,0,0,"",""
3066,"Chest","Overhead Press (Dumbbell)",2,120,10,0,0,"",""
3067,"Chest","Overhead Press (Dumbbell)",3,120,10,0,0,"",""
3068,"Chest","Weighted dips",1,0,12,0,0,"",""
3069,"Lower","Squat (Barbell)",1,185,8,0,0,"",""
3070,"Lower","Squat (Barbell)",2,225,8,0,0,"",""
3071,"Lower","Squat (Barbell)",3,225,8,0,0,"",""
3072,"Lower","Squat (Barbell)",4,225,8,0,0,"",""
3073,"Lower","Squat (Barbell)",5,245,8,0,0,"",""
3074,"Lower","Squat (Barbell)",6,245,8,0,0,"",""
3075,"Lower","Squat (Barbell)",7,250,8,0,0,"",""
3076,"Back","Chin Up",1,37.5,10,0,0,"",""
3077,"Back","Chin Up",2,37.5,10,0,0,"",""
3078,"Back","Chin Up",3,37.5,10,0,0,"",""
3079,"Back","Chin Up",4,37.5,10,0,0,"",""
3080,"Back","Chin Up",5,37.5,10,0,0,"",""
3081,"Back","Chin Up",6,37.5,10,0,0,"",""
3082,"Back","Seated Cable Row (close Grip)",1,160,10,0,0,"",""
